gene,module,program,umap1,umap2
VPS4B,16,other,-1.5716016,11.835125
CXCL17,8,other,-3.179487,10.241062
PDE3B,1,other,4.753252,4.643187
NEMF,14,other,4.288659,6.069044
FAM20A,13,other,3.3852093,12.328018
IRF3,14,other,5.2346287,5.68507
SYTL3,1,other,5.088239,4.1532326
FNDC1,2,other,1.2338575,12.090081
IL33,6,other,3.1371243,9.474985
IGHV1-2,8,other,-0.7810111,12.936013
LDOC1,10,other,-5.1616316,9.061165
SVEP1,13,other,2.6085107,11.0891695
DYNC1LI2,2,other,2.1285174,12.347023
C1orf21,3,other,-4.5323153,10.350056
ERP44,4,other,2.8974762,8.315814
LINC02532,8,other,-3.1004117,10.229508
EPS8,6,other,2.8757303,10.327785
DNAJC3,15,other,0.4768259,8.078707
GPM6B,13,other,3.2003264,12.245204
CEBPZ,17,other,-1.5064794,11.825105
HAVCR2,1,other,5.389541,3.8978393
MPP1,4,other,4.159611,8.509701
HIKESHI,8,other,-3.071151,10.643851
WDR34,10,other,-3.5742884,9.583982
PSMD3,21,other,-4.5100007,6.607342
DNAJB14,14,other,5.153916,5.6325836
FCN1,4,other,3.7960005,7.884538
LTA4H,4,other,4.126221,7.974582
RPAIN,3,other,-4.9679956,11.176675
UHMK1,5,other,-1.9433959,8.887988
MPZL1,13,other,1.9925314,11.730585
FCER2,16,other,4.669388,7.0672846
RNF5,11,other,-1.8752606,8.949192
MYO1C,2,other,2.115585,11.852258
RASA2,1,other,4.782225,5.207599
RHPN2,10,other,-4.786952,8.771712
SLURP1,12,other,-1.3163813,10.281138
AP1S1,3,other,-6.360692,10.485428
TPSB2,19,other,-2.494166,15.713368
AMZ2,10,other,-4.0575275,8.931712
NDUFV3,3,other,-4.2140465,9.169822
SLC12A2,3,other,-5.385067,10.316429
SULF2,2,other,1.5230254,12.091568
TSHZ2,13,other,2.4654965,10.859034
CGGBP1,1,other,5.607611,4.8500986
TPRG1,3,other,-5.2614794,12.243831
MUC20-OT1,14,other,5.788926,6.7390122
SQLE,12,other,-0.9576368,10.562955
AP1M2,10,other,-5.156281,9.28634
MLX,16,other,-4.287477,8.931543
TSPYL2,1,other,3.7560108,5.0887203
NR1H2,16,other,4.3300786,6.7990594
FRYL,6,other,3.9556055,9.953361
SEPHS2,0,other,-3.304072,8.8495865
MGST2,6,other,3.4917881,9.686249
PPM1D,21,other,-5.2795057,6.411043
G6PD,4,other,-4.3748584,7.5556726
FAM118A,5,other,2.528893,5.668887
WDR6,20,other,-1.4260222,9.029537
ARL8B,4,other,4.09817,8.589562
CD84,4,other,4.927283,5.9237843
RERG,11,other,-3.3323343,11.392056
BRD4,2,other,2.8170912,11.220134
EBNA1BP2,10,other,-3.7720907,8.910029
TMBIM1,12,other,-0.7544878,10.388398
EAPP,1,other,-3.7085571,9.208921
RPL39L,10,other,-5.2767224,8.845208
ATF6B,14,other,4.883943,5.6229362
MAPT,3,other,-5.2228684,11.098122
CCDC57,3,other,-5.325435,9.917786
BUD23,0,other,-2.7695875,8.783726
ERGIC1,21,other,-4.940315,6.7115264
LARS,17,other,-1.7020485,11.3894
CAPN1,8,other,-3.3475761,10.03875
IL1RN,4,other,4.29409,8.461313
MYO1B,6,other,2.7844615,10.282395
PMPCB,1,other,-3.9441345,9.38349
MRPL40,12,other,-2.228839,10.372374
GDAP1,3,other,-5.4821415,10.190274
ZNF22,17,other,-2.0198176,12.2226925
PLXND1,6,other,3.4588172,9.451811
MAML2,10,other,-0.64626116,10.7314415
RNF166,1,other,5.0881066,4.9772534
AC245595.1,2,other,1.4712235,10.86315
ALDH2,4,other,2.2597637,8.275543
PHF14,17,other,3.889867,9.570102
PCED1B,1,other,5.003976,4.0878234
NUBP2,8,other,-3.3330657,10.24094
PDXDC1,5,other,-1.3701868,8.874036
DOCK10,1,other,4.9111648,5.287507
APOBEC3A,4,other,2.9096715,7.8008647
EMC7,15,other,0.78149146,8.348936
NARF,17,other,-1.8217137,13.01553
MED13L,3,other,-5.4882636,12.760612
ITGBL1,2,other,1.1774058,11.906599
RASSF4,4,other,3.2078469,8.148499
SORL1,1,other,5.430704,5.2272687
TUT4,14,other,5.525065,5.9764094
CCAR1,5,other,3.3993797,6.14425
KPNA2,7,other,-2.8925567,10.221821
IGLV1-40,8,other,-0.7425847,13.189253
PTOV1,3,other,-4.620682,10.376063
MPST,13,other,-1.6002598,10.048636
BLOC1S2,16,other,4.260079,6.0838857
SMIM3,2,other,0.36652854,11.077585
TGS1,12,other,-1.3085623,10.302231
SERHL2,3,other,-5.238624,12.834088
PHLDA2,3,other,-5.7041187,9.91146
PCSK1,3,other,-5.3867984,10.274019
RRP7A,0,other,-2.1108763,8.096498
VPS36,17,other,-1.5083896,12.198165
HIBADH,10,other,-4.6855726,8.814844
TWIST2,13,other,3.3612926,12.379308
CNTD2,3,other,-5.956081,11.305778
VEGFA,2,other,-0.14545514,10.875963
CERS2,3,other,-4.3061547,9.851653
PODXL,6,other,4.398688,10.617908
TPD52L1,3,other,-4.4849076,11.257454
ARIH2,1,other,5.143012,4.3361506
CYB561,21,other,-5.264478,6.432368
IGLL5,14,other,6.259392,6.6321626
FSIP1,3,other,-5.1563272,11.581599
HPS1,16,other,3.8653917,6.709486
NAA50,11,other,-2.730641,9.4473715
C5AR1,4,other,4.3323245,8.25025
NPB,8,other,-3.2124135,10.26247
RB1CC1,12,other,-0.9723588,10.4930315
BTN3A1,1,other,5.495431,4.9706693
PGR,3,other,-5.0702076,11.086237
U2AF2,20,other,-1.483289,9.031728
CKAP4,2,other,1.5500859,11.505563
NANS,8,other,-2.5786226,10.431732
MCCC2,3,other,-5.3776374,10.044426
HPCAL1,4,other,4.1964836,7.9018164
SLC26A2,12,other,-0.93138164,10.881774
KAT7,21,other,-5.299395,6.412048
WWTR1,2,other,2.8963788,11.244422
ZFR,17,other,-2.1946325,12.355962
TRADD,1,other,4.5787406,4.8761563
PPP4R2,10,other,1.58711,6.5980625
HSH2D,16,other,4.338778,6.8015947
ARMC8,11,other,-2.3812933,10.971
SPN,1,other,4.863067,3.8912969
MKRN1,0,other,-3.7239926,9.023119
RNF11,0,other,-3.034516,8.067085
STAB1,4,other,3.857024,8.293133
CBR3,8,other,-3.1614838,10.406926
ARMCX3,2,other,1.6074288,11.412058
HPGD,19,other,-2.4701288,15.767146
GRK2,14,other,6.205388,6.1678877
WTAP,14,other,5.7684283,5.7060413
CHURC1,1,other,4.6736903,4.567566
CD300LG,6,other,3.7763188,10.304383
SHOC2,20,other,-1.4352493,11.61096
IP6K2,3,other,-4.272726,10.598525
HECTD1,5,other,2.1535041,6.7751093
ISOC2,11,other,-2.219415,8.780053
ITGA6,6,other,4.0436225,10.131062
HCN2,20,other,-1.7531205,9.331717
DCLK1,3,other,-4.4563355,12.320311
UNC5B,2,other,1.4539678,12.241934
DHX15,20,other,-1.4694396,9.392179
CHMP1B,19,other,2.7733638,4.815456
SEMA4D,1,other,5.2820425,4.721549
GPS1,8,other,-2.3165233,8.738447
CYP4X1,3,other,-4.5136933,10.126734
IGLC3,8,other,-0.0020142898,12.572786
DLC1,2,other,2.5553858,10.425589
CHCHD1,10,other,-3.5932863,8.810635
CCDC50,6,other,4.0512657,10.132181
PTHLH,3,other,-5.3560843,10.358762
EIF3J,17,other,-1.7625457,12.856115
SEC63,13,other,2.0919814,11.303608
STIP1,10,other,-2.786128,9.423399
SLC1A5,8,other,-3.0789814,10.232987
TRPM4,8,other,-3.2544007,10.2613125
IGHV3-11,8,other,-0.22240868,13.225928
FAM3B,3,other,-5.0719748,11.440597
TRIO,21,other,-5.2412114,6.4133143
THUMPD3-AS1,3,other,-4.932617,8.902696
PPP1R7,16,other,-3.8814247,9.196846
AR,3,other,-5.1349645,11.569953
LIME1,17,other,-1.9375173,13.068603
AL138963.3,5,other,8.218599,10.652894
C15orf61,12,other,-1.5633327,10.463372
PKN2,6,other,3.9974918,9.734368
SMCO4,4,other,3.1577442,8.242622
IGLV6-57,8,other,-0.9428973,12.857682
FGFBP2,1,other,3.7360168,4.472181
SURF1,17,other,-2.3033347,12.7799
CEP350,14,other,3.0546155,6.2724915
PSMD6,4,other,-2.0936592,7.9871116
GJB2,2,other,1.3114663,12.009514
AP2B1,20,other,-1.3833991,9.053127
FGD3,1,other,5.1832294,5.413154
FAM3C,2,other,1.9047316,12.461103
AHSA1,10,other,-5.0817204,8.9049635
TOX,1,other,5.5072427,3.6301823
TMEM119,2,other,1.4416183,11.122601
PI16,2,other,2.1327448,10.940413
PRPSAP1,8,other,-2.991493,10.429875
LPL,13,other,3.2535603,12.016306
MRPS35,10,other,-5.215896,9.343477
TMEM45A,2,other,0.052704956,10.810768
CSRNP1,19,other,2.5815508,8.602842
PARD6B,20,other,-1.7327915,9.313406
NIT2,10,other,-4.8328366,9.326952
RBP5,11,other,-2.6907098,9.672968
RNASEH2B,16,other,4.466857,6.8018064
NCF4,4,other,4.5019283,5.4632325
HDC,19,other,-2.491263,15.684393
BOP1,12,other,-1.3662342,10.226728
CAT,6,other,3.6075854,9.9577675
PIH1D1,20,other,-1.8968472,8.714276
ATP2A3,14,other,5.1144085,5.314002
SEZ6L2,12,other,-1.074432,10.83695
EMC3,10,other,-5.2060275,8.549751
SGCE,13,other,2.224269,11.0826
HES4,8,other,-3.044311,10.311082
SCARB1,12,other,-0.56209123,10.794736
IGHV3-7,8,other,-0.80706817,12.960096
RBM6,14,other,5.837886,6.492486
LOXL1,2,other,1.3512931,12.105746
CHD3,5,other,2.4478827,6.5110035
DNAJC7,16,other,4.538579,6.6946197
ELAVL1,7,other,-2.4951487,10.706902
AKIRIN1,1,other,4.355813,5.260761
WDR45,10,other,-3.8792863,9.335933
EPS8L2,12,other,-1.7809609,10.747088
DPYSL2,2,other,2.2838497,10.4844055
CEACAM6,8,other,-3.4495797,10.267601
CHI3L2,12,other,-0.9713466,10.794329
SNX1,12,other,-1.2555462,10.720091
RNF187,20,other,5.0970826,5.5605326
EFHD2,4,other,3.6482103,7.875755
LINC01956,11,other,-2.4626927,11.426545
IGHV4-59,8,other,0.08685751,13.047292
SDR39U1,3,other,-5.1575623,11.021497
PQLC3,13,other,1.8262361,10.639306
CHRAC1,12,other,-1.797145,10.426529
IGLV2-8,8,other,-0.058132935,13.297157
SLC5A6,8,other,-3.584889,9.961154
ARF3,3,other,-6.349172,10.564417
SNX22,12,other,-1.1645029,10.947036
EPB41L4A-AS1,2,other,-0.07749174,10.48354
GALM,1,other,5.185167,3.989546
CHIC2,1,other,5.1580167,5.0895443
DEGS2,3,other,-5.1899934,10.990247
SNHG9,20,other,-1.8062328,8.916937
DEGS1,10,other,-0.6235229,8.839125
ZEB1,2,other,2.9451246,11.257245
SERPINB5,11,other,-2.6156697,11.327576
ZNF580,20,other,-2.5715404,8.692297
AC004687.1,14,other,5.220603,5.99654
ELP2,3,other,-5.494432,10.39562
GSDMC,12,other,-1.0340862,11.007625
EMC2,12,other,-1.3930862,10.267911
SMARCA2,5,other,3.6384115,5.2274036
ADAMTS1,6,other,2.8972192,10.072201
FOSL2,2,other,1.7804222,11.84419
IL17RC,10,other,-4.6699314,8.664651
AIMP1,17,other,-1.7655828,12.019338
WDR33,14,other,4.653747,5.5449805
SPAG9,2,other,2.107027,10.3669815
FZD4,6,other,3.7877698,10.152274
ALCAM,3,other,-5.1760364,11.621372
RABEP1,3,other,-4.6784744,10.429077
CHD1,1,other,4.1132145,5.170429
DR1,1,other,5.053112,4.469771
DKK1,8,other,-3.0335565,10.394425
FAM210B,0,other,-2.8327656,9.235421
BLVRA,3,other,-0.5005189,7.511315
POLDIP2,8,other,-2.7969534,10.314942
STAG2,14,other,-2.2204564,11.439315
AC245014.3,4,other,4.730567,8.17746
CD22,16,other,4.663141,6.9297814
NTRK2,11,other,-2.8098996,11.605134
PCSK1N,12,other,-1.1985279,11.386873
EIF4A3,10,other,-3.2900429,9.1728
TRANK1,18,other,4.4976096,5.1561136
IGLV3-19,8,other,0.064666174,13.24342
SYTL1,3,other,3.797454,4.955046
DGKZ,14,other,5.861256,4.8427176
INTS11,14,other,6.086632,6.4365253
PDCD2,16,other,4.0180955,6.296853
RALGAPA1,5,other,4.039184,5.5521526
MLLT6,14,other,5.7335043,6.0611277
PARVA,2,other,1.8146245,11.805989
LIFR,6,other,3.7796147,10.212434
SERPINA5,3,other,-6.2306895,10.25387
TGFBR3,13,other,2.5527098,10.728461
DKK3,2,other,1.9487224,11.489139
GUSB,8,other,-3.2764707,9.544674
EIF4A1,4,other,1.8213183,7.222428
EEF1G,16,other,4.606968,6.5086207
DIAPH1,1,other,5.574008,5.1167126
TIE1,6,other,4.246998,10.250962
AOAH,1,other,5.4461956,4.744898
B3GNT2,1,other,5.6630607,4.107892
TAF9,0,other,-2.0243077,7.231895
ELF2,17,other,-1.5497009,12.477479
MAP4K1,1,other,5.4996977,4.82047
DTX3L,18,other,1.4533062,2.4553785
LINC01315,11,other,-2.5652244,11.450413
CEP70,11,other,-2.4388065,11.037652
COPB1,20,other,-1.277008,9.125485
PASK,1,other,4.6272187,4.559846
HMGB3,7,other,-2.595261,10.702824
PDLIM4,2,other,0.6533543,11.069844
PPP6C,16,other,-0.4446272,12.521928
IGHV4-34,8,other,-0.5420428,12.91869
IRF6,11,other,-2.8353353,11.730659
TTC17,14,other,5.487987,6.54267
CRELD2,15,other,-0.14255755,8.841523
MYO1G,1,other,5.401883,4.66726
CBR1,8,other,-3.0300465,9.779809
LMF2,14,other,5.9152536,6.55946
MS4A2,19,other,-2.442665,15.781993
POGZ,5,other,2.3321612,6.825723
TPH1,3,other,-5.333905,10.301631
EI24,20,other,-2.5376248,8.457184
UQCC3,3,other,-4.9374886,11.930256
ABI3,1,other,5.281309,3.9167674
DDB1,3,other,-3.5649772,8.713802
F2R,13,other,3.0047164,11.644779
GAMT,3,other,-5.565015,9.982865
YIPF2,12,other,-1.2854302,10.887623
DPYD,4,other,5.1107445,5.7984037
ATP2B1-AS1,4,other,4.6517606,8.147954
HSPB8,20,other,-1.7108142,9.22346
AC025164.1,16,other,4.6159973,6.879673
DUSP6,3,other,-5.1732745,10.14572
SRSF8,17,other,-1.8137022,13.003368
ACSL3,3,other,-5.0347543,11.085848
RPUSD3,10,other,-4.6827736,8.830221
CCNG1,3,other,-5.888492,10.18761
HIST1H1E,7,other,4.96141,6.196664
EDNRB,13,other,3.13376,11.874185
FYTTD1,8,other,-3.4003727,10.195303
SETD5,20,other,1.9602997,6.5218496
FAM114A1,2,other,1.7115518,11.6045685
CA12,3,other,-4.5530167,10.7099905
CKB,12,other,-1.2614121,10.19592
SLFN12L,1,other,5.5374866,5.12492
TPSD1,19,other,-2.4538398,15.774686
TRBV5-1,14,other,5.604695,5.337095
HILPDA,12,other,-0.6849395,10.576729
EBPL,11,other,-2.7571168,11.408078
CHMP2B,10,other,-4.786536,8.871606
MYH11,11,other,-2.6366177,11.343317
NFAT5,14,other,5.574689,6.7400384
BLOC1S1,4,other,0.8842188,7.3811016
HERPUD2,1,other,5.495019,4.5298247
TPD52L2,4,other,-2.7044716,9.730468
CP,11,other,-1.4612652,11.455634
GGT5,13,other,3.0200725,11.566908
DPM2,10,other,-5.151207,9.072427
PHF20,16,other,4.443659,6.0215955
GRP,2,other,1.4688791,11.973659
TRA2A,14,other,5.158448,5.6965237
SINHCAF,11,other,-2.3560734,9.268365
COL8A2,2,other,1.4415793,12.33756
CCDC90B,8,other,-2.9855056,10.359217
COPS2,17,other,-4.665275,9.29817
LRP2,3,other,-5.2478833,12.767856
SVIL,2,other,2.4716692,11.228504
PHLDB1,2,other,2.5821626,11.925595
SMTN,12,other,-0.7838675,10.787594
MRPS25,10,other,-4.843538,8.788592
SDHA,8,other,4.126092,6.042857
SLC44A1,2,other,-0.766468,9.590651
MCUR1,8,other,-2.2898507,10.658858
BTG3,11,other,-2.4093904,10.146554
SERPINB9,1,other,4.976375,4.583754
ANKRD28,2,other,1.5944211,11.367649
COA6,8,other,-2.844554,9.990387
NAGK,4,other,3.042,7.958267
RANBP2,4,other,4.947787,7.8107576
SVIP,17,other,-1.7581758,12.916539
ABI3BP,2,other,2.0566313,11.283751
ABCA8,13,other,2.6307583,11.050572
SNRNP40,8,other,-2.697885,9.021064
SRPK2,5,other,-3.0290403,11.136511
PLXDC1,13,other,3.242671,12.200111
ADSL,11,other,-3.014156,10.565113
TM7SF3,8,other,-3.0229867,10.0567
AC243960.1,16,other,4.6571145,6.571716
CPA3,19,other,-2.4165735,15.832662
ARMC10,11,other,-2.0441427,11.078044
SLC4A7,20,other,-1.6943055,8.961439
CPNE1,20,other,-1.4178334,9.606409
TRIM44,3,other,-4.6896033,7.628624
IGHV4-4,8,other,-0.54682714,12.857241
RASA4,6,other,3.5034485,9.348147
CCDC47,10,other,-5.1860247,8.350453
TMEM98,13,other,3.52223,12.481043
HPGDS,19,other,-2.4533405,15.769948
SRRT,1,other,5.3373137,5.2904496
CREB3L1,2,other,1.5885121,11.92344
LYPLA2,10,other,-4.9172564,8.977894
REST,1,other,5.1634374,4.844236
CSTA,8,other,-2.8498373,10.304806
ADCY4,6,other,4.270982,10.476489
MSMB,3,other,-4.5306478,7.5715275
CAND1,20,other,-1.0896987,8.919706
MBNL2,6,other,3.3016667,10.709806
SAFB,14,other,5.2080803,6.3660526
IPO7,6,other,4.103726,10.758972
NCOR2,2,other,1.4789121,12.024636
MRPL16,17,other,-2.0919545,12.76559
GATA2,19,other,-2.403481,15.824284
SLC18A2,19,other,-2.4557343,15.769718
CLEC3B,13,other,2.3780944,10.771809
MED15,14,other,5.820125,5.223074
FMOD,13,other,2.9178612,11.669048
ETFB,0,other,-2.4722998,8.360712
ADK,16,other,4.6997905,6.9699345
DYNC1I2,17,other,-1.3249809,12.1926155
FDX1,17,other,5.595665,4.6455827
GOLGA2,2,other,1.9643945,11.555948
XPO1,10,other,-5.1334243,8.575496
CCPG1,13,other,2.2453663,11.824621
WIF1,11,other,-2.4591146,9.878421
YIF1B,10,other,-4.682165,8.484454
PPIH,10,other,-5.030819,8.740248
TRAF1,1,other,5.220712,4.217598
HPN,10,other,-5.0924973,9.35469
ADH1B,13,other,2.7004917,11.13167
TCF7L2,13,other,2.7255301,11.159756
NDUFS4,0,other,-1.9503378,8.0718155
DNPEP,3,other,-4.6109476,11.132197
BCAP29,6,other,3.1852987,10.194956
MMRN2,6,other,4.1603217,10.296929
ZNF106,2,other,1.4234934,10.758886
CD70,11,other,-2.414261,9.349959
SLC50A1,10,other,-4.818013,9.404243
KLK5,11,other,-2.2214558,9.941785
MPV17,12,other,-1.1994913,9.83739
EBAG9,12,other,-1.3660862,10.989247
FADD,12,other,-1.4092185,10.351466
CCL14,6,other,4.2051806,10.280311
MRPS23,10,other,-5.3049726,9.0293
HAPLN3,11,other,-3.010025,11.245574
GRIA2,3,other,-5.540549,12.290112
IGLV4-69,17,other,-2.0120676,12.901068
PARVG,16,other,4.451327,6.5385466
ZFAND1,12,other,-1.641627,10.484761
GMPS,8,other,-3.4546857,9.804941
ARHGEF9,11,other,-2.5115743,11.593396
ANPEP,4,other,4.334249,9.025329
UBR5,20,other,-1.4563398,9.410357
CA2,3,other,-4.8067327,10.286516
IGF1R,3,other,-5.9323153,12.0986595
FKBP3,3,other,-5.5775347,10.911918
LTC4S,19,other,-2.462051,15.77105
EDIL3,2,other,1.4083687,12.264985
WASL,2,other,2.1979067,12.216235
COMMD2,10,other,-4.517482,9.054189
TCEAL8,0,other,1.2885103,10.960903
SMC1A,7,other,0.36583027,14.5909815
EBLN3P,16,other,4.6245275,7.039525
KCNAB2,1,other,4.845734,4.878946
LAPTM4B,12,other,-1.7639353,11.322108
NSRP1,17,other,-1.8316214,12.420385
NIPSNAP2,10,other,-3.1537192,9.174278
SLC25A36,13,other,3.2732456,11.110175
SNAPIN,8,other,-3.4838383,10.162869
PTPRA,14,other,5.773665,4.762846
PLA2G7,4,other,4.1353145,8.624315
ROBO4,6,other,4.275559,10.410615
SLCO2A1,6,other,3.4861236,9.351134
LCN12,3,other,-6.3555107,10.483513
TSEN54,1,other,5.7357097,4.5306706
TRIM28,20,other,-1.6997949,9.123024
SLC1A1,3,other,-4.5575686,11.244311
TRAF4,8,other,-3.2884185,9.883848
DNASE2,4,other,0.7771713,7.5999165
CEP57,11,other,-2.4618146,11.188059
TUSC2,3,other,-5.7739186,11.055574
HOOK3,12,other,-0.93080604,10.802652
USP34,14,other,5.6634874,6.435388
MAN2B1,16,other,4.0115952,6.9004793
HYAL2,6,other,4.258091,10.320667
CELSR2,3,other,-6.178398,10.501808
LAMTOR3,8,other,-3.5781126,10.304097
PRELID3B,10,other,-5.3298316,9.118614
MT1H,4,other,3.6845772,8.065198
TRIM47,8,other,-3.2901347,10.231845
DAXX,1,other,4.829966,5.2260923
PDE4D,13,other,3.502232,5.126838
SLC25A1,12,other,-1.8404051,11.137983
NABP1,14,other,5.485486,6.0199704
PLAGL1,13,other,2.6723478,11.180475
MTRNR2L1,17,other,-1.7720951,12.678991
IGHD,16,other,4.6698833,6.85049
GPCPD1,4,other,4.9162683,8.163238
ATIC,10,other,-5.1531653,8.930135
TNS2,6,other,3.2271698,10.512294
IGLV1-47,8,other,-0.054635547,12.58762
MED30,12,other,-1.3279762,10.319646
ATP2B1,4,other,4.855616,8.370956
TSSC4,10,other,-3.9025776,9.566791
PAIP1,8,other,-3.1524007,10.509598
SHANK3,6,other,4.3077445,10.44336
PICALM,6,other,3.8949027,10.115134
SAA2,11,other,-2.3833559,10.727583
PDZK1IP1,11,other,-2.4020429,11.440477
TMEM259,14,other,6.0636463,6.5268154
CCDC167,11,other,-2.6384842,10.998891
TRDC,1,other,4.825485,3.3093562
PLIN3,15,other,-0.41309154,9.094464
ZNF800,14,other,5.541366,5.7240534
NDUFA13,17,other,-0.021283513,8.848744
ANO6,2,other,1.9598845,11.355551
SNHG18,21,other,-5.2570934,6.4358873
HHATL,3,other,-6.241521,10.39525
MIAT,14,other,5.412073,5.8515105
NIFK,0,other,-3.0396152,8.655392
HACD2,11,other,-2.5050063,11.557495
PGAP3,21,other,-4.605187,6.553593
WIPI1,13,other,2.9557595,11.628184
NR2F1,2,other,2.2739289,10.963441
CCL18,4,other,3.8800976,8.481418
INO80E,16,other,3.9850883,6.589439
FAM207A,8,other,-3.2128396,10.587422
MOB4,11,other,-2.3960834,9.355941
FASLG,1,other,5.542803,4.1152134
MSRB3,2,other,1.9619559,11.993939
WDR61,12,other,-1.2456952,10.792605
RAPGEF3,6,other,4.265998,10.631356
TRG-AS1,1,other,5.505294,4.598918
ENTPD1,13,other,3.197893,12.053665
IGHV3-33,8,other,-0.7682843,13.01267
ATP6V0E2,3,other,2.1900427,5.2859793
SLC29A1,6,other,3.493254,10.211803
TRBV7-2,7,other,0.12770556,12.701167
CDIPT,13,other,2.5611625,11.463741
LAIR1,4,other,4.4989557,8.46759
SLC39A8,4,other,4.5381575,8.705074
ZNF622,21,other,-5.3382225,6.4784126
ADAM8,1,other,4.9869957,4.8532557
SLC39A7,12,other,-0.47100043,10.2740345
HNMT,4,other,3.9147303,8.541662
THYN1,3,other,2.8445795,5.6139584
BDP1,14,other,5.5704875,6.2579126
APLNR,6,other,4.288199,10.328907
SAP30BP,10,other,-5.1071477,8.750249
RBM47,4,other,4.535493,8.56349
ANKH,2,other,1.9304053,12.4292
STX12,13,other,3.2832541,11.083618
MRPL47,10,other,-3.1220837,9.439652
UBE2G2,21,other,-5.0769477,6.4273257
NCBP2-AS2,10,other,-4.752437,8.942819
FOXN3,1,other,5.2245483,5.674256
ADAM28,16,other,4.705363,7.0718594
SDHAF3,11,other,-2.6802056,11.308551
FBXL20,21,other,-4.6114507,6.559022
CASC8,12,other,-1.3799486,10.982969
IGKV3D-20,8,other,-0.9078405,12.944455
IGKV2OR22-4,14,other,6.1869974,6.578882
BECN1,3,other,-5.362734,11.656052
TRIQK,12,other,-1.1566368,11.008847
MRPS11,10,other,-5.038048,8.839909
PSMD1,4,other,4.1031866,8.521134
TMEM87A,6,other,4.0481853,11.202928
SCG2,3,other,-5.439628,10.247957
IDH3G,11,other,-2.9331815,10.80205
BAZ2A,20,other,-1.5408581,8.940251
ERBB4,3,other,-5.209456,11.551276
PLEKHF1,1,other,5.527039,3.783454
TMEM107,4,other,4.859214,8.25906
TIMM50,10,other,-4.6775537,8.799046
FAM133B,14,other,-1.7602618,11.806224
ATP11B,3,other,-4.5114865,11.242286
TMEM68,12,other,-1.1403047,10.346243
ERICH1,14,other,5.8531547,5.836919
SDS,4,other,2.900371,7.677686
PTPRK,10,other,-5.3123784,8.321842
FAM129A,1,other,3.5314608,4.0530314
THEMIS,1,other,5.440803,5.0386767
LINC01087,3,other,-5.4243464,11.703344
MYL6B,3,other,-6.0357,10.164399
FAM200B,12,other,-1.638845,10.90493
LMBRD1,14,other,4.3017864,10.860952
RB1,4,other,3.1987166,8.071591
KLRC1,1,other,5.3935776,3.7345705
CDH3,11,other,-2.4605618,11.671828
IGLV2-11,14,other,6.315884,6.714145
NPTN,12,other,-0.5403609,9.905578
EBP,10,other,-4.86018,8.575606
TUBB2A,2,other,1.1784319,10.343684
CMIP,6,other,4.1877923,10.235606
LAT2,16,other,4.531233,6.759604
AC097103.2,11,other,-2.5180109,11.585714
CNFN,11,other,-2.5488303,11.457784
NPPC,13,other,3.3659499,12.417736
DNAJC12,3,other,-5.872652,11.216804
PDZK1,3,other,-4.6259665,11.152885
SPAG16,3,other,-5.049307,12.834959
NEU1,12,other,-1.3380556,10.8490305
PIP4P2,12,other,-1.1379741,10.363444
TXNDC12,15,other,0.96921086,7.8261414
NRIP1,3,other,-5.5078397,10.377372
C17orf49,17,other,5.233078,3.9787076
SPAG7,19,other,-2.5157478,15.573605
CD58,1,other,4.930418,4.8976083
WDR13,10,other,-4.730408,8.822801
CYP27A1,4,other,4.0756783,8.607016
CIR1,17,other,-1.7792182,12.440489
SREBF1,3,other,-5.8568516,10.81017
CRAT,3,other,-5.95173,11.098198
CREB3L4,3,other,-5.289331,11.528458
TGIF1,13,other,0.42395192,9.450761
ORAOV1,12,other,-0.98344636,11.003787
MINCR,12,other,-1.2931125,11.034635
TIMP4,6,other,3.7128847,10.260965
ECH1,10,other,-5.1796923,8.820229
PART1,3,other,-6.2837787,10.367869
HIST1H1D,16,other,4.9636693,6.168291
PLGRKT,17,other,-4.8234305,11.819991
SYTL2,3,other,-4.6009626,11.352385
MXRA7,2,other,1.6431648,12.084324
PLOD3,11,other,-1.8856096,11.425839
AAMDC,12,other,-1.3710761,10.741969
CCL20,4,other,4.739828,8.2087965
ANKRD50,3,other,-5.2773986,11.65282
KCNJ3,3,other,-5.294572,12.847556
WDR74,10,other,-5.718793,8.873516
FRMD6,2,other,2.0991855,11.898899
TMEM18,12,other,-1.3172519,10.362258
CNPPD1,16,other,4.6282268,6.84989
TMEM204,6,other,3.9489627,10.358008
SGK3,3,other,-6.348814,10.377923
VMA21,4,other,4.6724305,8.580829
NOTCH2,13,other,-4.289005,11.869633
DSE,4,other,4.6554093,8.813189
CASC4,2,other,1.4934229,12.046529
CTNNBIP1,8,other,-2.4980488,10.411691
PEX2,12,other,-1.3668005,10.550157
WBP11,10,other,-3.6039028,9.053652
PXN,6,other,4.069563,10.164476
ZNF689,3,other,-6.2506304,10.49333
ARFGAP3,12,other,-1.5660379,11.155869
NUDT4,3,other,-3.359441,9.160933
THEM4,1,other,4.740826,4.636061
GIMAP1,1,other,5.48362,4.7876635
MS4A4A,4,other,3.9791172,8.459524
FAM129C,16,other,4.742534,7.2031355
RNASE4,13,other,2.5496416,11.141048
ST6GAL1,16,other,4.5633383,6.8002944
TBCD,14,other,5.8854194,5.3935456
RGL2,3,other,-5.35939,11.189158
TBC1D4,1,other,5.100409,3.969581
TNFRSF25,1,other,4.648384,4.5676455
